ID_9K	ID_POPA
12_31222	3_1222
12_31229	3_1229
12_31230	3_1230
12_31239	3_1239
12_31240	3_1240
12_31254	3_1254
12_31267	3_1267
12_31270	3_1270
12_31275	3_1275
12_31279	3_1279
12_31286	3_1286
12_31295	3_1295
12_31303	3_1303
12_31310	3_1310
12_31315	3_1315
12_31326	3_1326
12_31327	3_1327
12_31333	3_1333
12_31357	3_1357
12_31408	3_1408
12_31410	3_1410
12_31411	3_1411
12_31414	3_1414
12_31420	3_1420
12_31431	3_1431
12_31444	3_1444
12_31473	3_1473
12_31479	3_1479
12_31484	3_1484
12_31490	3_1490
12_31511	3_1511
12_31513	3_1513
12_31517	3_1517
12_31519	3_1519
12_31521	3_1521
12_31523	3_1523
12_31528	3_1528
